reconciliation_id,order_id,transaction_id,reconciled_amount,reconciliation_date,status
1880,1880,b0d08f88-b94b-4861-a5e6-7239efd7c9a1,4708.23,2025-05-19,Matched
1881,1881,f2e78107-3b20-4424-a740-1d536513fe71,3367.14,2025-09-03,Pending
1882,1882,25e8b74d-1645-4825-b1b4-f33f08d9973f,3910.05,2025-06-26,Unmatched
1883,1883,73ea4e60-7df4-449d-8cb9-c9ee91ab2907,2712.69,2025-04-09,Matched
1884,1884,d886b31a-c349-49fd-88db-8a53a2dfaa1e,1097.24,2025-07-20,Matched
1885,1885,5bc54684-a306-4150-bf54-1988a96f07fc,473.81,2025-09-25,Matched
1886,1886,b2a1a2bc-1dba-4799-b4df-ac903284fb12,2026.06,2025-04-26,Unmatched
1887,1887,826e230a-5203-4494-b329-77239e266031,292.86,2025-07-19,Matched
1888,1888,07abe214-6f96-4fba-90b3-3b1d61f885af,2711.31,2025-08-14,Matched
1889,1889,03e521d5-13ca-4fa2-857c-b4c95ad525a1,118.43,2025-05-25,Matched
1890,1890,900520bd-bd95-4f0b-8667-df7f2ba0f99c,443.75,2025-08-21,Unmatched
1891,1891,eb09e4ab-74db-41a0-90fb-bc1d07a9e8bf,3572.41,2025-06-15,Matched
1892,1892,2b2f07cd-f1ae-4940-b522-d2412eae64eb,4240.31,2025-07-14,Unmatched
1893,1893,802e25b1-3221-4404-897d-e1167ec9ecda,1405.17,2025-06-02,Unmatched
1894,1894,a4dff192-90eb-4327-8289-af7064924a16,1539.95,2025-04-26,Unmatched
1895,1895,0e9eff8f-9f0f-4261-984c-87d31658a6ae,4980.75,2025-07-30,Matched
1896,1896,a3472161-1dcb-48fb-aa91-0d6a22ea7844,118.13,2025-09-24,Matched
1897,1897,7fecd3ff-215a-44cb-a319-02e325a2f06f,2664.12,2025-07-27,Pending
1898,1898,4cb40810-fb18-47d3-a53b-45df16e7df07,614.5,2025-09-19,Matched
1899,1899,40b749a4-2fbc-4452-a65f-abaf0d8c3ef3,3254.92,2025-06-17,Unmatched
1900,1900,52bbfc76-6d96-4be8-bc1f-386fb6802067,1240.85,2025-08-14,Unmatched
1901,1901,55d55585-e8bd-49a3-a807-8a2a5b1847f9,1635.21,2025-09-02,Matched
1902,1902,e19b56a2-cd4b-4033-80f8-49ceef7c2344,3856.72,2025-05-26,Unmatched
1903,1903,d68ffa6d-da52-4c6f-b7f6-0be3f65d99ca,776.04,2025-08-02,Unmatched
1904,1904,96136f8f-64bf-4c95-978f-583710c477ca,4809.09,2025-07-08,Unmatched
1905,1905,ecf268ba-4073-4558-89e4-1a887196a0cf,2865.93,2025-08-28,Matched
1906,1906,41d18be7-17ef-4cbf-8c2f-e93b468ec8ff,410.41,2025-09-07,Pending
1907,1907,3c267905-625b-47a6-aa32-127b42e523b9,4643.37,2025-04-09,Matched
1908,1908,008ee9e0-2c8e-4799-b553-6d669f33aa1e,836.02,2025-08-03,Pending
1909,1909,7d94bf5c-4110-47a6-be67-219706fb368d,4246.05,2025-05-03,Matched
1910,1910,806405ff-db8b-440d-ab40-a74d4fad32ab,1849.64,2025-09-22,Pending
1911,1911,13b845b2-9316-460f-9556-c58f371c73aa,4349.58,2025-08-14,Pending
1912,1912,adae5b54-ce41-48d6-ac6d-5c02f5d6fbdb,2390.28,2025-08-02,Matched
1913,1913,759076b2-c5f0-4227-8106-d7cf7a234420,4199.33,2025-05-16,Matched
1914,1914,56b966e5-d316-421c-bcbe-0ddabe16eef9,2073.24,2025-05-05,Matched
1915,1915,b505c1cd-7277-4802-b794-d7225f2fba16,3079.1,2025-06-08,Pending
1916,1916,835a385a-1fc7-44d9-b12f-b657c56ba945,1500.95,2025-06-18,Unmatched
1917,1917,d8e132a4-876f-4c7e-9ea0-696e4b61dff9,3366.15,2025-04-27,Unmatched
1918,1918,6e769b77-7f06-4790-bee0-dc8df435624c,2443.07,2025-10-01,Matched
1919,1919,0cdb5717-c389-4a27-b620-b2be3db4706e,919.49,2025-05-19,Matched
1920,1920,a4990a37-8bbd-4529-8ee5-0d440bcb2567,4903.7,2025-04-12,Matched
1921,1921,72f5da9d-adfd-4687-bc48-b1fa0ab7ef24,3379.11,2025-08-04,Matched
1922,1922,90ac5133-a554-4520-8ba7-6a98c05762eb,1154.93,2025-04-26,Unmatched
1923,1923,14eb3649-9db3-4bb5-a9fb-eb156d89571a,3595.64,2025-08-21,Matched
1924,1924,5b6a8556-9291-463d-b823-0fb5c91b4dd6,3683.89,2025-06-20,Matched
1925,1925,52e6704c-832f-41ff-8acd-3b6859436ea6,4720.44,2025-10-07,Unmatched
1926,1926,e168b7c4-f20d-4747-803f-aa8dbe95bb46,2720.52,2025-07-04,Pending
1927,1927,68abd970-85ca-4326-a927-560eee77dbde,3976.13,2025-09-15,Unmatched
1928,1928,9e607ff9-d2bc-4bdd-a131-dca534c01e14,978.8,2025-10-02,Unmatched
1929,1929,7f099888-1922-477a-a503-00d63d2f54a5,4759.07,2025-07-29,Pending
1930,1930,548d167f-a988-42ff-8f20-e0bf3095cd11,630.66,2025-07-06,Matched
1931,1931,ced9100c-cd27-40cd-ae86-b7771e4e2591,3489.39,2025-08-24,Matched
1932,1932,2034b79f-ec04-4e45-a029-7b8856117c6a,1791.94,2025-06-22,Unmatched
1933,1933,d8eb6216-fc39-4412-ad70-712aca07846b,3482.54,2025-09-04,Pending
1934,1934,68243a63-44bf-4e44-9dc9-c0d57fdd0619,3589.7,2025-08-06,Pending
1935,1935,75561471-8b83-4d08-95fb-45438da253e6,802.16,2025-05-29,Pending
1936,1936,6d3d828f-12cd-43e1-9c04-d63b132075e3,4012.55,2025-05-02,Unmatched
1937,1937,82f1a57d-67d8-49e8-95f3-961e2cd56fea,2346.8,2025-09-23,Matched
1938,1938,1834e555-0bac-4d5b-8bfc-2cba99af812d,2883.4,2025-09-12,Unmatched
1939,1939,c521e7e5-6303-4343-9b67-dcd921bb0fc4,1566.51,2025-05-12,Unmatched
1940,1940,5e2e44fe-23c3-43c6-bef1-a8a74684d2d3,682.64,2025-08-21,Matched
1941,1941,22cd30d4-a227-43ad-ab6c-79c460472727,1085.66,2025-05-11,Unmatched
1942,1942,cac662ca-9f5f-40b3-a3eb-4951fa5d5fbb,273.26,2025-06-13,Matched
1943,1943,2bc9ed13-02c6-43f2-b7b7-5f14dbd2b0fb,2167.89,2025-05-03,Pending
1944,1944,584c8356-bf60-45c7-a6f2-3ef9dbe786b9,3853.16,2025-09-04,Matched
1945,1945,e1347162-5c1e-45b9-ae5d-cb53a6b3a403,3846.83,2025-07-03,Unmatched
1946,1946,21ad9492-2b6b-4d6b-87a3-4eb6e61aa93f,1843.45,2025-04-23,Unmatched
1947,1947,6b629e4e-590b-4d7e-aec2-26496027d55c,821.74,2025-07-30,Matched
1948,1948,49cdb284-5e8a-4398-bc2c-683aa8da7e55,2519.53,2025-07-06,Unmatched
1949,1949,aaf77e07-a482-4c18-950e-ee6e32d1692e,665.88,2025-08-14,Matched
1950,1950,34b9024a-7c8e-48cf-8772-232d9c571a3c,1596.18,2025-07-13,Pending
1951,1951,18214a51-b58b-40a3-b001-8554437aae04,2632.33,2025-08-02,Pending
1952,1952,315030a0-b3b9-4dac-a87d-41e830adb38f,2656.84,2025-09-09,Pending
1953,1953,dce2b17b-64ee-4d31-b9a8-46dee062852d,4358.24,2025-09-16,Matched
1954,1954,9528449d-d0dc-4551-9ebd-b0b95dd77060,3604.82,2025-07-11,Matched
1955,1955,c0aac84f-c474-474e-b402-45dda29440f5,3024.21,2025-07-18,Pending
1956,1956,90adb877-ced5-407e-ac72-2531baac1268,2024.73,2025-08-20,Matched
1957,1957,0f9cf423-63ce-41b4-8b85-dd901f76429f,463.66,2025-06-11,Unmatched
1958,1958,ea5d24a3-bdfe-4c95-8e3a-6cfc29818df1,2263.17,2025-05-02,Pending
1959,1959,0641a38d-1c4f-4b9e-adcd-7575fbbf5a15,812.49,2025-06-04,Pending
1960,1960,b26c59dd-5235-4232-bd74-3483a4097a5d,678.82,2025-06-24,Unmatched
1961,1961,be5c6b85-8845-428f-aaf9-c98a905f01d4,3334.54,2025-06-28,Matched
1962,1962,3d6de105-47f7-4030-91ec-9aa73adc50f3,2741.17,2025-09-16,Pending
1963,1963,4eff8261-a8ee-476c-972f-13912c9a780f,2982.67,2025-09-04,Matched
1964,1964,260179c7-b84e-42d1-b51c-7f156f297f2c,3043.54,2025-07-06,Matched
1965,1965,411bd5f2-4450-4e7a-a817-1785ce0ca537,1620.19,2025-06-26,Pending
1966,1966,75fec1e7-3ce6-46ed-8895-432056642b0f,2919.73,2025-06-27,Pending
1967,1967,5eb83db4-6ee5-4093-ab05-e0117e2c9b78,3881.08,2025-07-05,Unmatched
1968,1968,e9b80e66-fd94-47fc-af98-095e2f385e12,1884.5,2025-05-12,Pending
1969,1969,13fb7efe-7067-44ff-b543-e1ad204684f9,3499.18,2025-08-21,Unmatched
1970,1970,9ef8838e-e992-4e06-949f-a94ac3889dab,3135.89,2025-04-19,Pending
1971,1971,f44c6eff-6dba-436c-a508-f113fa9dbb97,3721.83,2025-04-21,Unmatched
1972,1972,3736ffad-1be5-4083-9fb8-658b86cf5bd4,4318.03,2025-08-03,Pending
1973,1973,0cc5ef77-9afd-4dda-8d85-8756fdd8792f,584.45,2025-08-16,Pending
1974,1974,0f121dab-390f-49ca-9f9e-cbab1b9c558c,2724.82,2025-08-26,Matched
1975,1975,94199952-39be-4705-8a9f-5d41ccdfa667,945.25,2025-07-07,Unmatched
1976,1976,9c654056-5d8d-41ed-ad3e-9897469e7a7e,4955.43,2025-10-02,Matched
1977,1977,ed0c6f47-b032-4169-a48d-45055e430cd1,4255.54,2025-05-01,Matched
1978,1978,40e196f3-51cb-4a89-8350-decdfb1d1371,4802.84,2025-09-09,Pending
1979,1979,27552fdd-6cf0-438d-9d26-48a2ddb4cb9a,4093.31,2025-09-20,Matched
1980,1980,9f03438a-794e-49f0-b735-8db4ef56f67e,4755.05,2025-05-21,Pending
1981,1981,8494ade2-a714-4b5c-8b59-99f4d613eac2,373.87,2025-04-17,Pending
1982,1982,4519b9f3-7913-42da-8695-310845195971,4571.23,2025-10-06,Unmatched
1983,1983,38c62a95-c07c-484e-86b4-7ee4f7993cf4,3408.52,2025-08-01,Pending
1984,1984,c2ba4031-2d49-487e-ba91-13182a38d99a,4598.58,2025-05-11,Matched
1985,1985,a9661b83-915f-4177-bc60-c159f63ccb40,4472.08,2025-09-21,Matched
1986,1986,16ab8fa8-8e74-4c2c-8d3f-0bf01b35f48a,2893.78,2025-08-26,Pending
1987,1987,86b86613-1522-4da4-9b6f-f4cad70e9dea,2088.17,2025-05-16,Unmatched
1988,1988,0ade964b-b4b6-4f4c-8370-52425ac7d10c,4480.23,2025-10-05,Unmatched
1989,1989,d8353aee-19e1-42ae-be1b-227baa3040ff,4105.16,2025-05-19,Matched
1990,1990,64c57935-76d4-4653-be23-0db2c7a02aa1,881.5,2025-09-17,Unmatched
1991,1991,744c4518-0783-4a00-8ffc-15006b226429,2346.31,2025-05-22,Unmatched
1992,1992,705f5861-8fec-49f7-9e3a-26e4c5c5ada7,3102.57,2025-06-29,Pending
1993,1993,9fab9ae4-11e9-49ba-a41f-10ca88cd920b,3909.68,2025-07-31,Matched
1994,1994,985d2256-7d2e-4b9b-9200-3ed7f050f0f4,4326.14,2025-07-17,Unmatched
1995,1995,20009a50-53d8-46c7-b949-bb4394ee0b57,1871.93,2025-07-28,Unmatched
1996,1996,ba66c97b-f85f-41bb-af42-9cd47c38ef0d,1270.64,2025-08-29,Matched
1997,1997,7c1984f5-aa23-47f4-8076-79a7459d4361,1395.22,2025-08-24,Unmatched
1998,1998,8f49d2d6-db76-45ce-972d-7ce2a296bca4,1877.2,2025-07-23,Pending
1999,1999,5eb26abc-bb4d-4e6f-9c3d-da09972ae693,2248.42,2025-06-28,Matched
2000,2000,9e9006e0-9c60-41c8-bb24-3de16168b98a,4086.75,2025-08-23,Pending
2001,2001,c79890ee-80b1-4808-a223-1bf1d85c214a,1273.37,2025-05-07,Matched
2002,2002,12dc919e-9b01-4a9f-90e1-775fa9eba6f1,1930.99,2025-06-24,Matched
2003,2003,3d56b711-5e8b-41ad-99c2-13a287cf4917,3982.63,2025-08-01,Unmatched
2004,2004,c6b811be-965f-40b5-9e9e-c859815ca40a,2615.61,2025-07-25,Unmatched
2005,2005,e085097e-333c-471f-a02a-d93b7397212c,1638.42,2025-06-17,Pending
2006,2006,2f3a69e0-9bd7-4234-b034-fc3ea5262c22,431.71,2025-06-30,Pending
2007,2007,f624c013-d78a-4f3b-9166-672832c224c2,2337.44,2025-07-05,Pending
2008,2008,f52a81a4-65a2-46d2-9032-52c1a5cf51d0,2838.61,2025-10-08,Unmatched
2009,2009,6504eaba-2e56-4453-869f-a79c67453b3a,1305.89,2025-10-02,Unmatched
2010,2010,25a17718-dc8f-4fbd-a0bf-694a1c88e4da,4455.06,2025-07-02,Pending
2011,2011,8b72bcf4-79cd-499a-a306-a76cc865eb94,2145.49,2025-10-06,Matched
2012,2012,5ba97f04-315a-4d02-ba79-d02b0e4004d6,3375.88,2025-08-10,Pending
2013,2013,e7a5803c-db06-4601-9cc2-0d196bb05929,2353.91,2025-06-20,Pending
2014,2014,d2cf9fdf-0895-4962-926f-f1d2a775bf58,3516.68,2025-05-19,Pending
2015,2015,842089d2-4fb6-4984-8acd-7b2ab05f21ca,2450.14,2025-09-12,Matched
2016,2016,d0b19972-66c7-41b8-912e-cfebb40b7a46,4822.54,2025-06-13,Unmatched
2017,2017,e69870c6-4829-432d-b5c5-13d53d6f3981,4261.47,2025-06-24,Unmatched
2018,2018,9db9ca8a-3be8-49c4-93b2-457b01d3665b,3610.88,2025-09-12,Unmatched
2019,2019,2e2c34c1-b4fa-4c3f-ad5d-00c218ca352b,2755.83,2025-10-03,Matched
2020,2020,af17f433-683b-4b2d-a74c-c26d774d05ec,2153.27,2025-05-25,Matched
2021,2021,802fc2fe-a79e-4f94-9b86-b2dc65540c8c,4665.38,2025-08-05,Unmatched
2022,2022,bcc3edea-71da-4ef0-83e8-91de71903c9e,3427.99,2025-04-27,Matched
2023,2023,aa8e497f-39d1-4006-8f83-841758825d64,4076.3,2025-04-23,Matched
2024,2024,daf4da3d-e38f-4854-a6e1-057e690edfcb,4124.37,2025-09-25,Matched
2025,2025,95e6973c-247a-40ea-a893-d000ab3e604d,4020.58,2025-07-01,Pending
2026,2026,330e8e4a-d55e-4018-b6d7-8e984cef5474,1308.24,2025-09-21,Unmatched
2027,2027,e729e221-148f-422e-9d94-77209f92d8af,2492.74,2025-04-21,Pending
2028,2028,ce8cbf7f-ec6d-48bb-bc0d-a00856c2a055,4586.02,2025-07-25,Unmatched
2029,2029,faddc494-fdcb-4d17-837c-8de9cabce4f2,4245.04,2025-08-14,Pending
2030,2030,d1db2a4d-8636-4910-b94d-c4eeca7cffa1,2394.79,2025-06-30,Pending
2031,2031,f3104009-f4e2-45e1-8e02-c2d6e43ff566,4564.43,2025-05-30,Matched
2032,2032,a507f147-4434-48d3-b040-8a293e3dc53b,2997.12,2025-06-24,Unmatched
2033,2033,58c5eb55-2608-493f-9e2f-67e03cd2f73f,3746.05,2025-08-01,Matched
2034,2034,d40b718d-2009-45e7-a8af-ccee7ee938e3,1561.78,2025-07-06,Matched
2035,2035,917de1cb-e7be-45cd-ac86-aa9345b7aa56,4336.65,2025-07-28,Matched
2036,2036,9fe5a1c1-d220-4e5e-beb9-38c64b47089a,885.9,2025-09-21,Pending
2037,2037,27477c53-7330-4e90-a4fd-9aea76626a29,2583.65,2025-04-25,Matched
2038,2038,e15f8f96-7180-4735-a4a6-6d235962631a,3526.13,2025-10-07,Matched
2039,2039,18e91b75-6b00-4fb8-9364-80fe21c3f5bd,1657.55,2025-09-04,Unmatched
2040,2040,d66c399c-cee6-4c09-bf04-9f8e87f57e8f,3783.78,2025-05-15,Unmatched
2041,2041,8022e1de-e05d-4df2-aecb-f55f932e0f19,2648.77,2025-08-10,Unmatched
2042,2042,4a1d7a55-c98e-44fa-8367-00423551bf4f,2212.98,2025-06-24,Matched
2043,2043,0cf4b1bc-88af-48e8-b7c0-ff4bae062bc3,759.24,2025-07-31,Matched
2044,2044,b037e273-dc37-4986-9ca3-8562fca80ee3,339.92,2025-04-14,Unmatched
2045,2045,c9dd7cbe-cbb2-4acf-98c5-05f8ee9b7673,4323.32,2025-04-12,Unmatched
2046,2046,f55ba7f5-7e9d-4953-9d72-8a3dd7740b9a,3885.08,2025-08-26,Unmatched
2047,2047,3078c016-4b6b-45aa-bdd9-2a12533b376c,3116.85,2025-05-06,Pending
2048,2048,e30ed0e8-b987-4420-ad3b-afb223c711ca,156.84,2025-04-23,Matched
2049,2049,0c50d635-b82b-4168-8ee7-3cf3b0a4aca7,3685.2,2025-08-12,Matched
2050,2050,becf2b86-9f5f-4fcb-b031-b7023a05bc25,2248.06,2025-09-12,Unmatched
2051,2051,547e3e8c-fa37-4991-b9ce-c5bb313e16f8,4561.5,2025-08-22,Pending
2052,2052,510af902-ab82-4521-b9b7-b3d82fef99c4,4154.74,2025-06-16,Unmatched
2053,2053,67be5e7f-43ab-400a-ae7d-cf3d9dd53423,2909.04,2025-10-04,Pending
2054,2054,1a66e850-b95c-457a-bcb0-6b9aa9c2248b,2941.21,2025-06-01,Matched
2055,2055,cb9e73d4-f63f-4546-8718-650224394872,367.82,2025-05-07,Matched
2056,2056,8736100b-7369-41a6-8317-e97f6cb2159e,1574.75,2025-06-20,Matched
2057,2057,6c8404f1-e95e-476b-a6b8-12f1b5400be4,1621.43,2025-05-20,Pending
2058,2058,46f07a59-70f6-4b57-9484-5cf5e3eea633,901.05,2025-04-25,Pending
2059,2059,0746d941-1258-47d8-bcc6-82d323408871,130.77,2025-05-25,Matched
2060,2060,a44ddb9b-669d-4426-bcaf-62305eaac192,3675.34,2025-07-26,Pending
2061,2061,15f0d452-8628-49d9-ac60-48d17e42c856,4847.48,2025-07-07,Pending
2062,2062,c5c338d2-a523-411e-9258-eae4ec1cee67,4417.71,2025-05-11,Pending
2063,2063,8285baba-ebb0-42c4-9d7c-d8062a5d3656,1752.02,2025-04-25,Matched
2064,2064,1a6e8961-ea2e-4679-9a3b-768ad38c1642,2886.35,2025-05-31,Matched
2065,2065,e793dbaf-3d43-4aab-97fd-6c7d30c2c47a,4810.95,2025-05-26,Pending
2066,2066,9405c08f-424f-481b-9072-eb6d17308879,3174.97,2025-09-08,Pending
2067,2067,60478b4b-1568-4e84-b343-60e234d808be,4275.94,2025-09-01,Pending
2068,2068,73fb9eec-7fff-4141-afa6-0823133c44ae,1913.77,2025-05-03,Unmatched
2069,2069,880e5c78-820e-4906-bac6-0288eea41a12,4497.15,2025-08-15,Matched
2070,2070,07fac19c-c326-4530-ba19-c16a733812dd,2671.38,2025-09-01,Pending
2071,2071,3a823ffb-c54e-4d79-9be4-e778f56971f9,792.41,2025-09-13,Pending
2072,2072,080e0ede-fba9-4e3f-8842-24a4ab625e06,4343.05,2025-08-12,Unmatched
2073,2073,bd77c667-fff4-45ed-89fb-c5e55315f986,2773.89,2025-04-13,Matched
2074,2074,e14b013c-db7b-474b-a504-f80eea9808d8,2747.86,2025-09-02,Pending
2075,2075,8f1d131d-995c-49e3-b198-b233195a9093,2318.85,2025-08-11,Matched
2076,2076,211373b6-eaeb-4571-bcea-c9110508b8e9,1827.48,2025-07-29,Pending
2077,2077,1f9286c2-6bc2-4b5f-b95c-48c1abed7b78,4402.65,2025-07-06,Pending
2078,2078,23dd4778-7265-40e0-939c-4ca724db2d73,4261.82,2025-06-03,Matched
2079,2079,57a18564-4662-463b-8d2a-0ea954f5246c,317.22,2025-06-08,Matched
2080,2080,ecd7aa0f-62a2-43b2-b7a5-a697c8375064,2873.55,2025-07-01,Unmatched
2081,2081,e934a27e-5ca5-41da-8b9d-07ca2ae1e653,637.02,2025-08-22,Matched
2082,2082,3e348823-7b92-4ba7-b357-51c3765e1272,845.68,2025-05-02,Unmatched
2083,2083,8b6c484b-beaf-480f-a1b9-dc42f08f20ed,1117.49,2025-07-26,Matched
2084,2084,67b6787f-9f84-4d33-bd10-9639801cb276,187.5,2025-04-23,Pending
2085,2085,63cb6335-9e60-4861-9000-8bb9d5735b1c,4340.67,2025-08-26,Matched
2086,2086,640c10f5-789e-40aa-9baf-70c9241e7503,1152.27,2025-07-14,Unmatched
2087,2087,ed543a4b-1dc3-4416-b7bb-90f85cd1ae62,2951.25,2025-07-22,Matched
2088,2088,7579e156-5f5c-4053-bdd9-bc0da6e9fce4,4921.84,2025-09-10,Unmatched
2089,2089,96d0fd81-b074-4244-a290-5cbd47af8f69,2372.03,2025-04-25,Pending
2090,2090,8d46c886-2e97-4e74-a7a5-0e211e0528b0,2376.9,2025-04-26,Matched
2091,2091,4ff82dd9-9823-4f15-8342-02c14bd7416e,2685.3,2025-07-01,Pending
2092,2092,f1c754dc-dff1-4e88-a52b-f7087ef88211,2239.67,2025-09-17,Unmatched
2093,2093,995cd3c5-080a-43d3-9806-f41158376d1d,4433.56,2025-09-08,Unmatched
2094,2094,86d06aea-1d69-4774-88d8-6bb22787611f,809.61,2025-09-23,Pending
2095,2095,fff5ff09-82d6-4562-9d44-644cc9a79363,2298.48,2025-06-25,Unmatched
2096,2096,0d118e2d-34ec-41c7-9d36-722edd682c30,2578.33,2025-07-24,Matched
2097,2097,3886092c-2bce-464e-89c1-ac1b08f7de3d,2161.5,2025-08-09,Matched
2098,2098,0d41d38c-ab85-4fca-a6cc-abad3859eda7,3644.27,2025-05-07,Pending
2099,2099,6ac2079b-d17e-4274-a725-5631fc00a2a7,1413.88,2025-05-23,Unmatched
2100,2100,23ad637c-1deb-4e19-a9ef-9d3e3c288f53,360.93,2025-06-01,Unmatched
2101,2101,8c1a2acf-77ee-4ed2-965a-f28bf28c478b,2090.92,2025-07-23,Unmatched
2102,2102,19c8abdf-fa9a-471a-821c-e275395c02f8,2455.59,2025-06-01,Matched
2103,2103,0d9e3234-823f-4de7-9030-372f4cbdfcf2,4301.82,2025-08-02,Matched
2104,2104,01c3cf06-6d44-4fab-bffa-b6132a5ca562,796.03,2025-09-20,Matched
2105,2105,7d82bc73-2499-47d0-987a-5ac3d21fbcad,2545.99,2025-08-31,Matched
2106,2106,27f105fc-c598-4fbc-967a-1d435565ca62,141.15,2025-07-25,Matched
2107,2107,1773a9b9-6cd1-4d6d-9497-2ed0d789f20f,1302.77,2025-08-02,Matched
2108,2108,5afe6213-f176-41fd-8383-3fddf1871792,1775.99,2025-08-29,Unmatched
2109,2109,18b3c3b0-278b-4743-a9b2-5261844c8dfc,2177.87,2025-09-06,Matched
2110,2110,9401de9a-c95f-40ec-be0b-3b18e84e78ba,4568.15,2025-07-08,Unmatched
2111,2111,9792bf70-2990-41df-8012-8cc05699a577,1135.14,2025-06-20,Pending
2112,2112,7046b5cb-3678-42ca-83aa-fc4ffd2d9090,140.36,2025-07-04,Pending
2113,2113,1384a5dd-9f66-49b4-8ee2-5eeedefb65fc,1836.39,2025-07-08,Unmatched
2114,2114,e64afcee-8dad-4ea1-8561-bd11a0e4bd16,1739.54,2025-05-29,Pending
2115,2115,709e95a0-5eed-4810-a74a-e1be0639e6d9,2559.22,2025-08-10,Matched
2116,2116,cff2f2ac-05b6-4797-a92f-bf9af59c3da3,1206.06,2025-06-20,Unmatched
2117,2117,af37c229-04a0-4060-b0da-847813712814,2618.79,2025-10-01,Pending
2118,2118,bb4e7f2e-4a39-410f-b5cd-19cf551ed9a9,4643.04,2025-06-29,Unmatched
2119,2119,67377bb6-4869-46d7-a12c-4e3f130b451d,493.97,2025-08-20,Unmatched
2120,2120,9b00b772-3d5b-49e7-9fc2-dc707ea6f559,2471.25,2025-07-09,Matched
2121,2121,6d183c8e-22f1-4dd5-a855-40d0d68a8366,283.94,2025-10-05,Matched
2122,2122,3762ded4-307d-4151-bd18-961e3e217a81,1928.97,2025-05-18,Pending
2123,2123,32fe8390-c988-4328-9c6f-5a8643f61ee4,441.55,2025-09-12,Pending
2124,2124,f612d6d8-dd93-4e3a-8613-ef1f4d2c876c,698.03,2025-04-19,Pending
2125,2125,ed5a3c09-7794-42f7-b380-4ae4a590c190,848.63,2025-07-27,Pending
2126,2126,6d5a9bdd-27c9-4cd8-a837-6939933adf81,4641.2,2025-08-02,Pending
2127,2127,8e523e8d-87f5-4169-8c86-07105dbb88ea,3290.42,2025-10-06,Pending
2128,2128,5c8a7490-74a1-4d43-a44f-77cd32a60013,1013.25,2025-06-08,Pending
2129,2129,1e0c6efc-4e17-48fb-ac4b-527c1b6232fe,3383.9,2025-06-27,Pending
2130,2130,4dcc6aec-b62d-4246-95fb-bcea85185cb2,276.06,2025-06-04,Pending
2131,2131,a1340a6d-52f7-43b0-80e9-a8d346a03694,1018.01,2025-09-14,Matched
2132,2132,ab24bbcb-e166-4ae4-8f64-2be3e70c4f33,2585.56,2025-05-27,Pending
2133,2133,2c14a1dd-4684-4151-8979-526700608ce9,2484.17,2025-10-05,Matched
2134,2134,f6c1af07-0835-45c7-87e9-23e8a445e982,697.58,2025-05-10,Matched
2135,2135,948c3a67-92e0-4d7a-9b03-faa1e26ad2a6,4461.25,2025-07-12,Unmatched
2136,2136,62521197-cdf0-4155-a192-c19fce1b2f50,504.94,2025-07-09,Unmatched
2137,2137,db2253f8-4c41-40c0-a10c-6e55676b0fb5,4825.82,2025-08-06,Matched
2138,2138,edd6f099-ee28-4fea-a0cb-b50e10f69006,1762.01,2025-07-27,Unmatched
2139,2139,d7a605ad-e9e6-4685-bd0d-df2143070233,1902.4,2025-06-21,Pending
2140,2140,7b5be600-25c4-4e6e-ab95-109ea8c605c3,1534.18,2025-04-22,Matched
2141,2141,311f7fad-d7f1-4803-9434-1006fa950df1,4983.42,2025-04-20,Unmatched
2142,2142,422310d8-d1e3-4f77-bb74-62bc91efef14,2828.73,2025-06-10,Unmatched
2143,2143,bfb8ed6f-8065-4771-beac-3450b7bcbe85,4227.61,2025-06-09,Matched
2144,2144,26bfd508-a0a6-4e49-a287-37fe2f6e8a02,2869.7,2025-05-27,Matched
2145,2145,ca65d1ff-3d9e-4897-9bd9-ee992ee48635,2307.91,2025-05-12,Unmatched
2146,2146,54b1c864-933c-48b1-8de2-2c1b3845d795,2277.58,2025-07-25,Matched
2147,2147,dff54ac4-48b5-4076-8ef4-3b9c52a9c094,4114.55,2025-06-12,Pending
2148,2148,9c2dbbf1-429d-4472-96ee-50a0839f52c3,876.54,2025-06-21,Unmatched
2149,2149,418ae04b-6c66-49fa-86a8-7b779618db2b,3226.35,2025-06-22,Unmatched
2150,2150,b87b48d6-4e62-446a-8986-60913651cf6f,156.22,2025-04-12,Unmatched
2151,2151,554c39d1-9afc-40c9-aa99-47d0ae40ecdc,1886.39,2025-09-04,Pending
2152,2152,6affa956-150e-4ec6-a7fd-1fb70ad39e62,4392.12,2025-06-09,Matched
2153,2153,649b7a2f-b0cc-452a-bfed-bdf0987ce668,4411.23,2025-06-04,Unmatched
2154,2154,f4ff1e2b-a98c-41a5-a199-6192135d5668,4928.54,2025-07-24,Matched
2155,2155,aca89265-6119-475b-ba3e-1efae636f1d9,383.0,2025-04-26,Matched
2156,2156,2e1bf531-4583-4de9-8162-011b5eb729c1,3868.63,2025-05-15,Pending
2157,2157,a4bb9483-ef41-40c3-ac0f-9a3ba9fd8d8f,1028.38,2025-08-19,Unmatched
2158,2158,148f51b7-b344-47cc-ba11-4642f26b1bf4,705.96,2025-07-29,Pending
2159,2159,14269dba-11c0-44ff-ba89-0890c001849b,4327.71,2025-06-01,Matched
2160,2160,5eaaa3b2-e6ce-4ce8-9057-fe25d2b835f2,4104.46,2025-06-12,Unmatched
2161,2161,50cb3324-2b43-4d80-84e4-842bcbdc728b,3283.6,2025-07-10,Matched
