shipping_id,order_id,shipping_cost,shipping_date,shipping_method
2088,2088,334.49,2025-04-13,Express
2089,2089,149.12,2025-07-07,Overnight
2090,2090,283.78,2025-09-08,Standard
2091,2091,434.46,2025-05-23,Express
2092,2092,125.1,2025-05-18,Overnight
2093,2093,305.72,2025-07-30,Overnight
2094,2094,462.09,2025-09-24,Express
2095,2095,169.65,2025-06-10,Overnight
2096,2096,154.78,2025-04-09,Express
2097,2097,278.48,2025-09-06,Overnight
2098,2098,187.34,2025-09-14,Standard
2099,2099,406.74,2025-10-03,Overnight
2100,2100,487.43,2025-04-26,Standard
2101,2101,390.16,2025-07-13,Express
2102,2102,74.14,2025-06-03,Express
2103,2103,32.28,2025-07-24,Express
2104,2104,407.14,2025-07-17,Overnight
2105,2105,100.82,2025-04-12,Overnight
2106,2106,468.74,2025-09-02,Express
2107,2107,312.03,2025-08-30,Standard
2108,2108,181.83,2025-07-21,Standard
2109,2109,434.06,2025-04-22,Standard
2110,2110,197.87,2025-08-28,Express
2111,2111,364.58,2025-09-02,Express
2112,2112,127.34,2025-07-15,Overnight
2113,2113,194.78,2025-06-20,Standard
2114,2114,420.99,2025-06-21,Express
2115,2115,428.64,2025-09-02,Overnight
2116,2116,493.19,2025-09-06,Overnight
2117,2117,432.49,2025-05-17,Overnight
2118,2118,444.83,2025-09-10,Overnight
2119,2119,485.6,2025-06-12,Express
2120,2120,165.28,2025-08-30,Overnight
2121,2121,21.08,2025-06-02,Overnight
2122,2122,209.94,2025-08-30,Overnight
2123,2123,422.78,2025-04-10,Express
2124,2124,116.0,2025-07-12,Standard
2125,2125,384.56,2025-09-11,Standard
2126,2126,374.66,2025-06-16,Overnight
2127,2127,416.12,2025-09-18,Standard
2128,2128,213.81,2025-05-28,Overnight
2129,2129,134.25,2025-04-29,Overnight
2130,2130,388.64,2025-08-29,Overnight
2131,2131,288.23,2025-04-28,Express
2132,2132,416.18,2025-06-05,Standard
2133,2133,307.41,2025-07-17,Express
2134,2134,61.91,2025-04-17,Express
2135,2135,131.07,2025-07-23,Overnight
2136,2136,164.24,2025-08-16,Overnight
2137,2137,415.99,2025-05-20,Standard
2138,2138,303.28,2025-09-30,Standard
2139,2139,199.69,2025-04-10,Standard
2140,2140,255.29,2025-06-24,Standard
2141,2141,317.93,2025-05-20,Express
2142,2142,473.65,2025-07-06,Overnight
2143,2143,345.17,2025-07-11,Standard
2144,2144,463.15,2025-05-21,Overnight
2145,2145,252.57,2025-10-01,Express
2146,2146,175.7,2025-09-14,Standard
2147,2147,356.5,2025-06-20,Standard
2148,2148,217.17,2025-08-24,Overnight
2149,2149,435.16,2025-07-18,Overnight
2150,2150,179.06,2025-10-08,Overnight
2151,2151,266.97,2025-08-16,Overnight
2152,2152,239.12,2025-07-30,Standard
2153,2153,168.01,2025-06-25,Overnight
2154,2154,434.61,2025-07-21,Standard
2155,2155,217.77,2025-07-22,Standard
2156,2156,249.42,2025-09-28,Express
2157,2157,483.87,2025-07-29,Express
2158,2158,28.97,2025-07-30,Standard
2159,2159,220.77,2025-07-26,Standard
2160,2160,325.65,2025-09-26,Overnight
2161,2161,337.09,2025-06-16,Express
2162,2162,246.7,2025-06-23,Express
2163,2163,192.75,2025-09-30,Express
2164,2164,498.02,2025-06-12,Express
2165,2165,233.46,2025-07-04,Overnight
2166,2166,99.24,2025-07-07,Overnight
2167,2167,285.34,2025-08-14,Express
2168,2168,423.03,2025-06-12,Express
2169,2169,146.16,2025-06-12,Standard
2170,2170,175.84,2025-06-08,Standard
2171,2171,191.32,2025-07-13,Express
2172,2172,197.76,2025-05-08,Overnight
2173,2173,45.63,2025-09-15,Overnight
2174,2174,423.96,2025-05-22,Overnight
2175,2175,49.67,2025-07-29,Overnight
2176,2176,226.4,2025-07-06,Overnight
2177,2177,379.59,2025-07-13,Standard
2178,2178,34.45,2025-05-18,Express
2179,2179,204.17,2025-07-28,Overnight
2180,2180,306.01,2025-08-27,Standard
2181,2181,307.49,2025-05-02,Express
2182,2182,174.7,2025-08-13,Express
2183,2183,396.53,2025-07-21,Express
2184,2184,278.73,2025-08-18,Express
2185,2185,145.34,2025-05-17,Express
2186,2186,358.15,2025-05-29,Standard
2187,2187,420.37,2025-05-01,Standard
2188,2188,376.36,2025-05-04,Overnight
2189,2189,261.18,2025-05-16,Overnight
2190,2190,162.69,2025-08-07,Express
2191,2191,418.64,2025-04-21,Express
2192,2192,260.82,2025-07-30,Standard
2193,2193,406.83,2025-07-29,Overnight
2194,2194,225.19,2025-09-04,Overnight
2195,2195,92.29,2025-08-06,Standard
2196,2196,126.57,2025-06-16,Overnight
2197,2197,279.65,2025-07-11,Standard
2198,2198,281.78,2025-10-03,Express
2199,2199,402.29,2025-07-26,Standard
2200,2200,383.09,2025-07-26,Overnight
2201,2201,444.33,2025-10-06,Overnight
2202,2202,465.76,2025-07-28,Overnight
2203,2203,117.6,2025-04-13,Standard
2204,2204,126.84,2025-09-21,Overnight
2205,2205,202.5,2025-07-31,Express
2206,2206,496.09,2025-05-23,Overnight
2207,2207,208.14,2025-05-27,Standard
2208,2208,99.56,2025-10-06,Express
2209,2209,189.81,2025-04-18,Express
2210,2210,98.54,2025-09-13,Express
2211,2211,83.04,2025-04-12,Express
2212,2212,32.26,2025-05-17,Overnight
2213,2213,172.37,2025-04-19,Standard
2214,2214,174.23,2025-05-05,Overnight
2215,2215,68.75,2025-06-24,Express
2216,2216,233.22,2025-06-24,Overnight
2217,2217,257.62,2025-07-07,Standard
2218,2218,34.04,2025-06-30,Standard
2219,2219,101.57,2025-05-15,Standard
2220,2220,228.58,2025-08-05,Overnight
2221,2221,364.71,2025-06-27,Overnight
2222,2222,311.23,2025-08-12,Standard
2223,2223,210.01,2025-07-19,Standard
2224,2224,104.01,2025-07-20,Express
2225,2225,265.49,2025-04-24,Overnight
2226,2226,310.98,2025-06-05,Standard
2227,2227,300.42,2025-05-22,Overnight
2228,2228,496.09,2025-06-17,Standard
2229,2229,27.51,2025-08-02,Overnight
2230,2230,245.47,2025-04-17,Overnight
2231,2231,220.76,2025-06-17,Overnight
2232,2232,37.52,2025-08-15,Express
2233,2233,224.78,2025-05-10,Express
2234,2234,382.92,2025-09-14,Express
2235,2235,297.29,2025-08-29,Standard
2236,2236,426.08,2025-09-30,Overnight
2237,2237,187.8,2025-04-14,Overnight
2238,2238,268.02,2025-05-30,Express
2239,2239,92.36,2025-07-23,Standard
2240,2240,279.18,2025-06-12,Express
2241,2241,364.05,2025-09-20,Express
2242,2242,26.49,2025-06-29,Express
2243,2243,458.56,2025-06-19,Express
2244,2244,349.63,2025-07-22,Standard
2245,2245,274.74,2025-05-02,Standard
2246,2246,433.62,2025-08-09,Standard
2247,2247,167.14,2025-05-25,Standard
2248,2248,305.76,2025-07-26,Overnight
2249,2249,390.97,2025-04-10,Overnight
2250,2250,440.62,2025-08-17,Express
2251,2251,489.66,2025-07-24,Standard
2252,2252,108.1,2025-06-20,Standard
2253,2253,83.09,2025-07-11,Overnight
2254,2254,52.6,2025-05-22,Overnight
2255,2255,153.08,2025-04-30,Standard
2256,2256,30.73,2025-05-24,Standard
2257,2257,461.76,2025-06-08,Standard
2258,2258,53.27,2025-07-02,Express
2259,2259,456.84,2025-06-15,Express
2260,2260,287.17,2025-06-07,Express
2261,2261,441.54,2025-05-17,Overnight
2262,2262,418.56,2025-09-30,Express
2263,2263,146.77,2025-08-21,Standard
2264,2264,194.89,2025-08-27,Express
2265,2265,104.39,2025-05-08,Standard
2266,2266,267.47,2025-05-14,Overnight
2267,2267,459.54,2025-09-19,Overnight
2268,2268,329.76,2025-08-18,Express
2269,2269,322.45,2025-06-25,Overnight
2270,2270,406.8,2025-05-02,Express
2271,2271,150.45,2025-06-20,Standard
2272,2272,402.14,2025-09-23,Express
2273,2273,184.69,2025-07-02,Standard
2274,2274,220.99,2025-09-05,Standard
2275,2275,337.85,2025-06-20,Standard
2276,2276,167.58,2025-04-12,Overnight
2277,2277,221.41,2025-09-11,Overnight
2278,2278,478.51,2025-06-26,Standard
2279,2279,191.11,2025-09-10,Overnight
2280,2280,360.41,2025-05-23,Standard
2281,2281,47.91,2025-06-18,Express
2282,2282,365.95,2025-05-24,Express
2283,2283,299.34,2025-05-01,Overnight
2284,2284,475.52,2025-08-05,Overnight
2285,2285,333.92,2025-04-19,Overnight
2286,2286,131.78,2025-06-28,Standard
2287,2287,334.11,2025-08-25,Express
2288,2288,128.4,2025-04-19,Express
2289,2289,305.13,2025-10-02,Overnight
2290,2290,59.98,2025-05-28,Express
2291,2291,41.74,2025-07-30,Express
2292,2292,147.67,2025-05-02,Standard
2293,2293,87.72,2025-08-11,Standard
2294,2294,417.98,2025-05-02,Overnight
2295,2295,395.2,2025-07-06,Express
2296,2296,485.32,2025-06-16,Overnight
2297,2297,155.52,2025-08-22,Express
2298,2298,422.56,2025-07-20,Overnight
2299,2299,391.53,2025-09-09,Express
2300,2300,231.08,2025-07-19,Overnight
2301,2301,413.91,2025-05-22,Overnight
2302,2302,272.83,2025-08-25,Standard
2303,2303,34.24,2025-05-24,Express
2304,2304,201.56,2025-05-06,Express
2305,2305,426.44,2025-07-23,Overnight
2306,2306,193.64,2025-06-22,Overnight
2307,2307,412.14,2025-09-21,Overnight
2308,2308,144.32,2025-04-17,Standard
2309,2309,496.77,2025-05-16,Standard
2310,2310,314.75,2025-09-08,Standard
2311,2311,109.48,2025-07-03,Standard
2312,2312,390.53,2025-06-11,Express
2313,2313,102.89,2025-06-04,Standard
2314,2314,472.16,2025-08-09,Standard
2315,2315,110.27,2025-09-23,Standard
2316,2316,22.42,2025-04-27,Standard
2317,2317,393.16,2025-08-31,Overnight
2318,2318,34.73,2025-07-12,Express
2319,2319,276.54,2025-09-15,Express
2320,2320,469.2,2025-04-18,Express
2321,2321,212.8,2025-09-22,Express
2322,2322,211.56,2025-10-02,Express
2323,2323,333.53,2025-07-30,Standard
2324,2324,335.84,2025-07-03,Overnight
2325,2325,166.56,2025-06-19,Overnight
2326,2326,117.94,2025-09-05,Express
2327,2327,301.92,2025-09-29,Standard
2328,2328,370.07,2025-05-21,Express
2329,2329,188.91,2025-08-08,Express
2330,2330,469.37,2025-08-01,Overnight
2331,2331,262.68,2025-07-19,Standard
2332,2332,431.74,2025-08-01,Standard
2333,2333,486.7,2025-07-02,Standard
2334,2334,341.0,2025-06-27,Overnight
2335,2335,63.87,2025-09-25,Express
2336,2336,111.58,2025-06-23,Express
2337,2337,458.79,2025-06-02,Overnight
2338,2338,285.42,2025-10-04,Express
2339,2339,45.84,2025-07-04,Express
2340,2340,290.81,2025-06-10,Express
2341,2341,182.92,2025-06-10,Express
2342,2342,254.91,2025-06-13,Overnight
2343,2343,63.5,2025-08-02,Standard
2344,2344,116.02,2025-05-30,Express
2345,2345,431.81,2025-06-16,Express
2346,2346,47.37,2025-04-16,Overnight
2347,2347,108.43,2025-06-14,Overnight
2348,2348,222.18,2025-05-11,Overnight
2349,2349,114.89,2025-06-07,Overnight
2350,2350,290.76,2025-05-31,Overnight
2351,2351,37.24,2025-08-14,Standard
2352,2352,62.42,2025-08-14,Standard
2353,2353,106.39,2025-07-22,Express
2354,2354,484.0,2025-09-26,Standard
2355,2355,428.62,2025-05-13,Overnight
2356,2356,261.41,2025-04-09,Overnight
2357,2357,114.64,2025-05-03,Express
2358,2358,45.0,2025-08-18,Overnight
2359,2359,458.99,2025-05-01,Express
2360,2360,479.18,2025-08-22,Express
2361,2361,270.69,2025-05-10,Standard
2362,2362,353.2,2025-06-01,Standard
2363,2363,138.36,2025-07-16,Overnight
2364,2364,179.36,2025-05-21,Express
2365,2365,352.06,2025-08-05,Overnight
2366,2366,472.53,2025-08-10,Standard
2367,2367,401.02,2025-07-01,Standard
2368,2368,81.48,2025-07-29,Express
2369,2369,438.83,2025-09-20,Overnight
2370,2370,111.89,2025-08-04,Overnight
2371,2371,300.42,2025-06-20,Overnight
2372,2372,179.69,2025-04-30,Express
2373,2373,436.84,2025-04-21,Standard
2374,2374,107.03,2025-09-02,Standard
2375,2375,483.13,2025-05-31,Express
2376,2376,377.14,2025-05-05,Express
2377,2377,265.89,2025-08-25,Standard
2378,2378,364.2,2025-06-18,Standard
2379,2379,393.26,2025-08-31,Standard
2380,2380,287.17,2025-07-15,Standard
2381,2381,287.77,2025-04-24,Overnight
2382,2382,32.94,2025-04-27,Standard
2383,2383,140.29,2025-05-16,Standard
2384,2384,378.94,2025-06-06,Standard
2385,2385,178.48,2025-07-22,Standard
2386,2386,382.03,2025-06-22,Express
2387,2387,270.73,2025-06-15,Express
2388,2388,495.53,2025-06-10,Express
2389,2389,441.43,2025-04-16,Express
2390,2390,271.84,2025-09-06,Overnight
2391,2391,150.52,2025-05-08,Standard
2392,2392,168.19,2025-08-19,Standard
2393,2393,407.46,2025-10-07,Express
2394,2394,191.81,2025-06-16,Standard
2395,2395,395.64,2025-07-23,Express
2396,2396,352.04,2025-09-15,Overnight
2397,2397,424.66,2025-05-03,Overnight
2398,2398,243.2,2025-04-15,Express
2399,2399,447.11,2025-08-03,Express
2400,2400,166.6,2025-06-16,Express
2401,2401,306.47,2025-10-07,Overnight
2402,2402,494.59,2025-05-31,Overnight
2403,2403,301.51,2025-09-13,Express
2404,2404,462.96,2025-08-20,Express
2405,2405,261.78,2025-09-13,Overnight
2406,2406,375.29,2025-08-23,Overnight
2407,2407,140.49,2025-06-10,Overnight
2408,2408,377.91,2025-07-02,Express
2409,2409,472.28,2025-05-03,Overnight
2410,2410,486.67,2025-09-20,Overnight
2411,2411,370.58,2025-05-18,Standard
2412,2412,105.63,2025-05-09,Express
2413,2413,300.61,2025-09-21,Standard
2414,2414,148.12,2025-09-16,Express
2415,2415,244.08,2025-05-12,Overnight
2416,2416,87.91,2025-07-18,Overnight
2417,2417,400.31,2025-10-01,Standard
2418,2418,324.42,2025-08-20,Overnight
2419,2419,140.5,2025-08-15,Overnight
2420,2420,175.1,2025-04-12,Standard
2421,2421,405.86,2025-07-08,Express
2422,2422,457.68,2025-07-13,Standard
2423,2423,475.93,2025-04-26,Standard
2424,2424,286.08,2025-06-16,Standard
2425,2425,205.59,2025-10-07,Standard
2426,2426,240.89,2025-05-16,Overnight
2427,2427,370.69,2025-04-14,Overnight
2428,2428,170.09,2025-08-23,Standard
2429,2429,70.44,2025-10-04,Overnight
2430,2430,141.62,2025-06-11,Overnight
2431,2431,55.12,2025-06-15,Overnight
2432,2432,408.89,2025-08-22,Standard
2433,2433,20.28,2025-09-04,Express
2434,2434,191.66,2025-06-24,Express
2435,2435,331.16,2025-06-12,Overnight
2436,2436,82.18,2025-09-24,Express
2437,2437,240.48,2025-08-08,Standard
2438,2438,119.88,2025-08-01,Express
2439,2439,463.15,2025-09-26,Express
2440,2440,137.93,2025-07-02,Express
2441,2441,78.65,2025-07-31,Standard
2442,2442,200.76,2025-06-01,Standard
2443,2443,195.45,2025-09-10,Overnight
2444,2444,215.72,2025-07-28,Standard
2445,2445,319.49,2025-04-30,Express
2446,2446,321.61,2025-08-23,Overnight
2447,2447,84.58,2025-09-28,Express
2448,2448,302.0,2025-09-07,Express
2449,2449,75.11,2025-04-27,Standard
2450,2450,278.54,2025-09-01,Overnight
2451,2451,484.45,2025-08-15,Standard
2452,2452,344.44,2025-05-23,Overnight
2453,2453,43.07,2025-06-11,Express
2454,2454,212.38,2025-08-09,Overnight
2455,2455,201.08,2025-07-02,Overnight
2456,2456,28.13,2025-07-27,Express
2457,2457,144.53,2025-05-28,Standard
2458,2458,204.0,2025-08-12,Express
2459,2459,280.49,2025-04-10,Express
2460,2460,73.21,2025-07-17,Overnight
2461,2461,262.36,2025-06-01,Standard
2462,2462,490.1,2025-09-22,Express
2463,2463,151.66,2025-09-16,Standard
2464,2464,261.86,2025-08-06,Overnight
2465,2465,305.93,2025-09-19,Standard
2466,2466,132.57,2025-10-01,Express
2467,2467,32.66,2025-06-30,Express
2468,2468,41.21,2025-08-20,Overnight
2469,2469,22.68,2025-07-26,Overnight
2470,2470,98.67,2025-09-20,Standard
2471,2471,196.32,2025-04-15,Standard
2472,2472,141.9,2025-09-08,Express
2473,2473,264.45,2025-04-13,Overnight
2474,2474,486.88,2025-05-02,Standard
2475,2475,309.2,2025-09-08,Standard
2476,2476,363.02,2025-07-31,Overnight
2477,2477,372.77,2025-07-05,Standard
2478,2478,54.49,2025-04-15,Overnight
2479,2479,493.2,2025-08-08,Express
2480,2480,264.91,2025-08-09,Overnight
2481,2481,63.52,2025-08-21,Standard
2482,2482,153.51,2025-07-25,Overnight
2483,2483,459.99,2025-07-19,Express
2484,2484,235.68,2025-06-02,Standard
2485,2485,307.31,2025-05-15,Express
2486,2486,497.13,2025-05-25,Express
2487,2487,159.97,2025-07-23,Overnight
2488,2488,304.13,2025-08-14,Overnight
2489,2489,111.01,2025-08-14,Overnight
2490,2490,203.83,2025-10-07,Express
2491,2491,395.42,2025-06-30,Standard
2492,2492,294.44,2025-08-20,Standard
2493,2493,327.05,2025-08-21,Standard
2494,2494,140.25,2025-04-16,Standard
2495,2495,160.84,2025-04-21,Express
2496,2496,456.55,2025-08-29,Standard
2497,2497,38.06,2025-05-17,Standard
2498,2498,363.85,2025-04-26,Express
2499,2499,423.48,2025-06-29,Overnight
2500,2500,376.01,2025-04-22,Express
